Tipo_Solicitud_enc,Prioridad_enc,Aseguradora_enc,Producto_enc,Verificacion_de_dia_enc,Nro_atenciones,CRUCE_ANS_num,hora_decimal,mes_solicitud,semana_anio,dia_semana_num,es_fin_semana,es_inicio_mes,es_fin_mes,es_despues_5pm,target,ANS_FORMULA
5,4,26,5,0,1.0,1,18.45,4,17,2,0,0,1,1,0,Dentro ANS
12,2,15,13,0,2.0,1,18.433333333333334,4,17,2,0,0,1,1,1,Fuera ANS
22,2,26,13,0,1.0,1,18.316666666666666,4,17,2,0,0,1,1,1,Fuera ANS
27,2,19,10,0,1.0,1,18.25,4,17,2,0,0,1,1,1,Fuera ANS
5,4,16,5,0,4.0,1,18.166666666666668,4,17,2,0,0,1,1,0,Dentro ANS
5,4,15,11,0,2.0,1,18.133333333333333,4,17,2,0,0,1,1,0,Dentro ANS
22,0,6,5,0,2.0,3,18.033333333333335,4,17,2,0,0,1,1,0,Dentro ANS
27,4,6,13,0,1.0,1,18.016666666666666,4,17,2,0,0,1,1,1,Fuera ANS
12,2,15,10,0,1.0,3,17.866666666666667,4,17,2,0,0,1,1,0,Dentro ANS
12,4,26,13,0,6.0,1,17.866666666666667,4,17,2,0,0,1,1,0,Dentro ANS
12,2,15,11,0,1.0,3,17.866666666666667,4,17,2,0,0,1,1,0,Dentro ANS
12,2,15,10,0,1.0,3,17.866666666666667,4,17,2,0,0,1,1,0,Dentro ANS
1,4,19,11,0,1.0,2,17.783333333333335,4,17,2,0,0,1,1,0,Dentro ANS
5,0,15,10,0,3.0,3,17.733333333333334,4,17,2,0,0,1,1,0,Dentro ANS
22,2,6,5,0,2.0,1,17.666666666666668,4,17,2,0,0,1,1,0,Dentro ANS
19,2,6,5,0,1.0,3,17.666666666666668,4,17,2,0,0,1,1,1,Fuera ANS
27,4,6,5,0,4.0,1,17.483333333333334,4,17,2,0,0,1,1,1,Fuera ANS
22,4,21,5,0,1.0,3,17.433333333333334,4,17,2,0,0,1,1,0,Dentro ANS
27,4,6,5,0,1.0,1,17.35,4,17,2,0,0,1,1,1,Fuera ANS
27,4,6,5,0,5.0,1,17.35,4,17,2,0,0,1,1,0,Dentro ANS
27,2,6,5,0,3.0,1,17.3,4,17,2,0,0,1,1,0,Dentro ANS
27,2,6,5,0,2.0,1,17.3,4,17,2,0,0,1,1,0,Dentro ANS
5,4,26,13,0,2.0,1,17.283333333333335,4,17,2,0,0,1,1,0,Dentro ANS
8,2,25,6,3,14.0,0,16.983333333333334,4,17,2,0,0,1,0,1,Fuera ANS
12,2,6,5,3,1.0,3,16.9,4,17,2,0,0,1,0,0,Dentro ANS
27,2,6,5,3,1.0,1,16.8,4,17,2,0,0,1,0,1,Fuera ANS
5,4,15,11,3,2.0,1,16.783333333333335,4,17,2,0,0,1,0,1,Fuera ANS
5,0,15,11,3,3.0,3,16.75,4,17,2,0,0,1,0,0,Dentro ANS
5,2,26,13,3,1.0,1,16.7,4,17,2,0,0,1,0,1,Fuera ANS
22,1,25,6,3,2.0,4,16.666666666666668,4,17,2,0,0,1,0,0,Dentro ANS
5,4,15,11,3,22.0,1,16.616666666666667,4,17,2,0,0,1,0,0,Dentro ANS
22,2,6,5,3,2.0,3,16.366666666666667,4,17,2,0,0,1,0,0,Dentro ANS
22,0,25,6,3,3.0,4,16.3,4,17,2,0,0,1,0,0,Dentro ANS
22,2,6,13,3,1.0,3,16.283333333333335,4,17,2,0,0,1,0,0,Dentro ANS
14,4,25,6,3,2.0,3,16.183333333333334,4,17,2,0,0,1,0,0,Dentro ANS
22,1,25,6,3,1.0,4,16.133333333333333,4,17,2,0,0,1,0,0,Dentro ANS
27,2,6,13,3,2.0,1,15.916666666666666,4,17,2,0,0,1,0,1,Fuera ANS
27,2,6,11,3,1.0,1,15.9,4,17,2,0,0,1,0,1,Fuera ANS
22,2,25,6,3,1.0,4,15.8,4,17,2,0,0,1,0,0,Dentro ANS
22,1,25,6,3,1.0,4,15.683333333333334,4,17,2,0,0,1,0,0,Dentro ANS
27,2,6,5,3,3.0,1,15.55,4,17,2,0,0,1,0,0,Dentro ANS
14,4,2,5,3,1.0,3,15.533333333333333,4,17,2,0,0,1,0,1,Fuera ANS
14,4,21,5,3,1.0,3,15.533333333333333,4,17,2,0,0,1,0,0,Dentro ANS
27,2,6,5,3,5.0,1,15.516666666666667,4,17,2,0,0,1,0,1,Fuera ANS
27,2,6,5,3,1.0,1,15.366666666666667,4,17,2,0,0,1,0,1,Fuera ANS
27,2,6,5,3,1.0,1,15.0,4,17,2,0,0,1,0,1,Fuera ANS
22,2,10,5,3,1.0,3,15.0,4,17,2,0,0,1,0,0,Dentro ANS
27,2,6,5,3,1.0,1,15.0,4,17,2,0,0,1,0,1,Fuera ANS
5,2,6,5,3,2.0,1,14.783333333333333,4,17,2,0,0,1,0,0,Dentro ANS
14,2,25,6,3,1.0,3,14.75,4,17,2,0,0,1,0,0,Dentro ANS
22,2,10,5,3,1.0,3,14.7,4,17,2,0,0,1,0,0,Dentro ANS
5,4,15,11,3,2.0,1,14.6,4,17,2,0,0,1,0,0,Dentro ANS
5,4,26,13,3,1.0,1,14.6,4,17,2,0,0,1,0,0,Dentro ANS
5,2,26,13,3,1.0,1,14.55,4,17,2,0,0,1,0,1,Fuera ANS
5,4,26,13,3,2.0,1,14.516666666666667,4,17,2,0,0,1,0,0,Dentro ANS
5,4,15,11,3,2.0,1,14.5,4,17,2,0,0,1,0,0,Dentro ANS
5,4,15,11,3,2.0,1,14.466666666666667,4,17,2,0,0,1,0,0,Dentro ANS
6,2,26,13,3,1.0,2,14.383333333333333,4,17,2,0,0,1,0,0,Dentro ANS
30,2,26,9,3,1.0,0,14.383333333333333,4,17,2,0,0,1,0,0,Dentro ANS
30,4,6,5,3,1.0,0,14.266666666666667,4,17,2,0,0,1,0,1,Fuera ANS
12,2,19,11,3,1.0,3,14.183333333333334,4,17,2,0,0,1,0,1,Fuera ANS
12,2,19,11,3,1.0,3,14.183333333333334,4,17,2,0,0,1,0,1,Fuera ANS
19,2,19,5,3,1.0,1,13.783333333333333,4,17,2,0,0,1,0,0,Dentro ANS
5,4,26,13,3,3.0,1,13.666666666666666,4,17,2,0,0,1,0,0,Dentro ANS
5,4,15,11,3,6.0,1,13.583333333333334,4,17,2,0,0,1,0,0,Dentro ANS
14,2,25,6,3,4.0,3,13.466666666666667,4,17,2,0,0,1,0,0,Dentro ANS
8,2,1,5,3,1.0,0,13.333333333333334,4,17,2,0,0,1,0,0,Dentro ANS
5,4,26,13,3,1.0,1,13.2,4,17,2,0,0,1,0,0,Dentro ANS
27,6,6,5,3,1.0,1,13.133333333333333,4,17,2,0,0,1,0,1,Fuera ANS
5,4,19,13,3,1.0,3,12.966666666666667,4,17,2,0,0,1,0,0,Dentro ANS
5,4,15,10,3,3.0,1,12.9,4,17,2,0,0,1,0,0,Dentro ANS
5,4,15,10,3,3.0,1,12.9,4,17,2,0,0,1,0,0,Dentro ANS
22,4,21,5,3,1.0,3,12.866666666666667,4,17,2,0,0,1,0,0,Dentro ANS
27,2,6,5,3,1.0,1,12.816666666666666,4,17,2,0,0,1,0,0,Dentro ANS
14,2,6,6,3,2.0,2,12.766666666666667,4,17,2,0,0,1,0,0,Dentro ANS
5,4,15,11,3,10.0,1,12.7,4,17,2,0,0,1,0,0,Dentro ANS
14,2,6,5,3,1.0,3,12.683333333333334,4,17,2,0,0,1,0,0,Dentro ANS
22,2,25,6,3,1.0,4,12.65,4,17,2,0,0,1,0,0,Dentro ANS
27,2,6,5,3,1.0,1,12.566666666666666,4,17,2,0,0,1,0,0,Dentro ANS
22,5,25,6,3,1.0,4,12.566666666666666,4,17,2,0,0,1,0,0,Dentro ANS
22,0,25,6,3,1.0,4,12.533333333333333,4,17,2,0,0,1,0,0,Dentro ANS
5,4,15,10,3,3.0,1,12.516666666666667,4,17,2,0,0,1,0,0,Dentro ANS
27,2,6,5,3,1.0,1,12.4,4,17,2,0,0,1,0,1,Fuera ANS
22,2,19,6,3,1.0,2,12.35,4,17,2,0,0,1,0,0,Dentro ANS
27,2,6,5,3,1.0,1,12.283333333333333,4,17,2,0,0,1,0,0,Dentro ANS
22,4,19,10,3,2.0,1,12.166666666666666,4,17,2,0,0,1,0,0,Dentro ANS
22,2,19,6,3,2.0,2,12.016666666666667,4,17,2,0,0,1,0,0,Dentro ANS
5,4,19,13,3,1.0,3,11.966666666666667,4,17,2,0,0,1,0,0,Dentro ANS
5,4,19,10,3,2.0,1,11.966666666666667,4,17,2,0,0,1,0,0,Dentro ANS
12,2,28,10,3,2.0,1,11.933333333333334,4,17,2,0,0,1,0,1,Fuera ANS
22,2,25,6,3,1.0,4,11.933333333333334,4,17,2,0,0,1,0,0,Dentro ANS
22,4,25,6,3,2.0,4,11.883333333333333,4,17,2,0,0,1,0,1,Fuera ANS
14,4,6,5,3,1.0,3,11.883333333333333,4,17,2,0,0,1,0,1,Fuera ANS
5,4,19,13,3,1.0,3,11.816666666666666,4,17,2,0,0,1,0,0,Dentro ANS
5,4,15,10,3,2.0,1,11.816666666666666,4,17,2,0,0,1,0,1,Fuera ANS
27,2,6,5,3,1.0,1,11.733333333333333,4,17,2,0,0,1,0,0,Dentro ANS
5,4,15,11,3,2.0,1,11.716666666666667,4,17,2,0,0,1,0,0,Dentro ANS
27,2,6,5,3,1.0,1,11.7,4,17,2,0,0,1,0,0,Dentro ANS
8,0,6,5,3,1.0,0,11.6,4,17,2,0,0,1,0,0,Dentro ANS
22,2,19,6,3,1.0,2,11.566666666666666,4,17,2,0,0,1,0,0,Dentro ANS
27,2,6,13,3,1.0,1,11.55,4,17,2,0,0,1,0,0,Dentro ANS
22,2,10,5,3,1.0,3,11.483333333333333,4,17,2,0,0,1,0,0,Dentro ANS
22,2,1,5,3,1.0,3,11.483333333333333,4,17,2,0,0,1,0,0,Dentro ANS
12,0,19,13,3,1.0,3,11.45,4,17,2,0,0,1,0,0,Dentro ANS
5,4,26,13,3,2.0,1,11.383333333333333,4,17,2,0,0,1,0,0,Dentro ANS
22,4,25,6,3,1.0,2,11.233333333333333,4,17,2,0,0,1,0,1,Fuera ANS
22,2,1,5,3,1.0,3,11.2,4,17,2,0,0,1,0,0,Dentro ANS
5,4,15,11,3,2.0,1,11.066666666666666,4,17,2,0,0,1,0,0,Dentro ANS
12,0,6,13,3,1.0,1,11.0,4,17,2,0,0,1,0,0,Dentro ANS
12,0,6,13,3,1.0,1,11.0,4,17,2,0,0,1,0,0,Dentro ANS
18,0,19,6,3,1.0,5,10.6,4,17,2,0,0,1,0,0,Dentro ANS
22,6,6,11,3,2.0,1,10.366666666666667,4,17,2,0,0,1,0,0,Dentro ANS
22,6,6,13,3,1.0,3,10.366666666666667,4,17,2,0,0,1,0,0,Dentro ANS
22,5,25,6,3,1.0,4,10.316666666666666,4,17,2,0,0,1,0,0,Dentro ANS
27,4,6,5,3,1.0,1,10.216666666666667,4,17,2,0,0,1,0,1,Fuera ANS
27,4,6,5,3,5.0,1,10.216666666666667,4,17,2,0,0,1,0,0,Dentro ANS
27,4,6,5,3,3.0,1,10.1,4,17,2,0,0,1,0,0,Dentro ANS
26,4,6,5,3,1.0,0,10.083333333333334,4,17,2,0,0,1,0,0,Dentro ANS
14,2,25,6,3,1.0,2,10.0,4,17,2,0,0,1,0,0,Dentro ANS
27,0,6,5,3,4.0,1,9.9,4,17,2,0,0,1,0,1,Fuera ANS
30,0,26,9,3,1.0,0,9.75,4,17,2,0,0,1,0,0,Dentro ANS
22,2,10,5,3,1.0,3,9.583333333333334,4,17,2,0,0,1,0,0,Dentro ANS
12,2,26,3,3,1.0,1,9.3,4,17,2,0,0,1,0,1,Fuera ANS
22,4,19,6,3,2.0,2,9.25,4,17,2,0,0,1,0,1,Fuera ANS
22,2,25,6,3,1.0,4,9.2,4,17,2,0,0,1,0,0,Dentro ANS
22,4,25,6,3,1.0,4,8.816666666666666,4,17,2,0,0,1,0,0,Dentro ANS
4,2,6,5,3,1.0,3,8.533333333333333,4,17,2,0,0,1,0,0,Dentro ANS
5,4,15,10,3,3.0,1,8.033333333333333,4,17,2,0,0,1,0,1,Fuera ANS
5,4,15,10,3,3.0,1,7.983333333333333,4,17,2,0,0,1,0,1,Fuera ANS
5,4,15,10,3,3.0,1,7.783333333333333,4,17,2,0,0,1,0,0,Dentro ANS
14,2,14,6,3,2.0,3,6.883333333333333,4,17,2,0,0,1,0,0,Dentro ANS
18,2,6,5,3,1.0,5,1.0333333333333334,4,17,2,0,0,1,0,0,Dentro ANS
27,2,6,5,3,1.0,1,0.4,4,17,2,0,0,1,0,0,Dentro ANS
27,2,6,5,3,1.0,1,0.4,4,17,2,0,0,1,0,0,Dentro ANS
27,2,6,5,3,1.0,1,0.4,4,17,2,0,0,1,0,0,Dentro ANS
27,2,6,5,3,1.0,1,0.4,4,17,2,0,0,1,0,0,Dentro ANS
22,5,25,6,3,1.0,4,0.21666666666666667,4,17,2,0,0,1,0,0,Dentro ANS
22,5,25,6,3,5.0,4,23.383333333333333,4,17,1,0,0,1,1,0,Dentro ANS
14,5,25,6,3,1.0,3,23.133333333333333,4,17,1,0,0,1,1,0,Dentro ANS
14,5,26,9,3,1.0,3,23.133333333333333,4,17,1,0,0,1,1,0,Dentro ANS
14,2,19,6,3,3.0,2,22.766666666666666,4,17,1,0,0,1,1,0,Dentro ANS
4,2,6,5,3,1.0,3,21.466666666666665,4,17,1,0,0,1,1,0,Dentro ANS
4,2,21,5,3,1.0,3,21.45,4,17,1,0,0,1,1,0,Dentro ANS
4,2,6,5,3,1.0,3,21.416666666666668,4,17,1,0,0,1,1,1,Fuera ANS
4,2,21,5,3,1.0,3,21.4,4,17,1,0,0,1,1,0,Dentro ANS
4,2,21,5,3,1.0,3,21.383333333333333,4,17,1,0,0,1,1,0,Dentro ANS
4,2,6,5,3,1.0,3,21.366666666666667,4,17,1,0,0,1,1,1,Fuera ANS
4,2,6,5,3,1.0,3,21.333333333333332,4,17,1,0,0,1,1,1,Fuera ANS
4,2,21,5,3,1.0,3,21.316666666666666,4,17,1,0,0,1,1,0,Dentro ANS
5,4,6,5,3,3.0,1,21.25,4,17,1,0,0,1,1,1,Fuera ANS
4,2,21,5,3,1.0,3,21.25,4,17,1,0,0,1,1,0,Dentro ANS
4,2,6,5,3,1.0,3,21.233333333333334,4,17,1,0,0,1,1,0,Dentro ANS
4,2,6,5,3,1.0,3,21.233333333333334,4,17,1,0,0,1,1,1,Fuera ANS
12,4,15,5,3,2.0,1,20.066666666666666,4,17,1,0,0,1,1,0,Dentro ANS
8,2,25,6,3,1.0,0,19.933333333333334,4,17,1,0,0,1,1,0,Dentro ANS
5,4,26,13,3,1.0,1,19.616666666666667,4,17,1,0,0,1,1,0,Dentro ANS
27,2,6,5,3,1.0,1,19.6,4,17,1,0,0,1,1,1,Fuera ANS
5,4,15,13,3,1.0,1,19.5,4,17,1,0,0,1,1,0,Dentro ANS
27,2,6,10,3,1.0,1,19.433333333333334,4,17,1,0,0,1,1,0,Dentro ANS
10,2,25,6,3,1.0,0,18.866666666666667,4,17,1,0,0,1,1,0,Dentro ANS
12,4,6,5,3,2.0,1,18.666666666666668,4,17,1,0,0,1,1,0,Dentro ANS
5,4,19,13,3,4.0,3,18.6,4,17,1,0,0,1,1,0,Dentro ANS
5,4,19,10,3,2.0,1,18.6,4,17,1,0,0,1,1,0,Dentro ANS
5,4,15,10,3,2.0,3,18.55,4,17,1,0,0,1,1,0,Dentro ANS
14,0,25,6,3,1.0,3,18.5,4,17,1,0,0,1,1,0,Dentro ANS
5,4,15,10,3,3.0,1,18.5,4,17,1,0,0,1,1,0,Dentro ANS
1,2,26,13,3,1.0,2,18.5,4,17,1,0,0,1,1,0,Dentro ANS
1,2,26,13,3,1.0,2,18.483333333333334,4,17,1,0,0,1,1,0,Dentro ANS
5,4,15,10,3,3.0,1,18.45,4,17,1,0,0,1,1,1,Fuera ANS
24,2,6,5,3,1.0,0,18.45,4,17,1,0,0,1,1,0,Dentro ANS
12,2,6,5,3,2.0,1,18.45,4,17,1,0,0,1,1,0,Dentro ANS
20,2,6,5,3,3.0,0,18.3,4,17,1,0,0,1,1,0,Dentro ANS
5,4,6,11,3,1.0,1,18.283333333333335,4,17,1,0,0,1,1,1,Fuera ANS
5,4,6,11,3,1.0,1,18.283333333333335,4,17,1,0,0,1,1,1,Fuera ANS
5,4,15,11,3,2.0,1,18.133333333333333,4,17,1,0,0,1,1,0,Dentro ANS
5,2,26,13,3,1.0,1,18.116666666666667,4,17,1,0,0,1,1,0,Dentro ANS
22,2,6,5,3,1.0,3,18.05,4,17,1,0,0,1,1,0,Dentro ANS
22,1,25,6,3,2.0,4,18.016666666666666,4,17,1,0,0,1,1,0,Dentro ANS
14,2,25,6,3,3.0,3,17.983333333333334,4,17,1,0,0,1,1,0,Dentro ANS
27,2,6,5,3,1.0,1,17.783333333333335,4,17,1,0,0,1,1,1,Fuera ANS
5,4,19,6,3,1.0,2,17.683333333333334,4,17,1,0,0,1,1,0,Dentro ANS
12,4,14,10,3,2.0,1,17.65,4,17,1,0,0,1,1,0,Dentro ANS
5,4,15,11,3,2.0,1,17.6,4,17,1,0,0,1,1,0,Dentro ANS
5,4,15,11,3,2.0,1,17.583333333333332,4,17,1,0,0,1,1,0,Dentro ANS
5,2,15,10,3,1.0,3,17.466666666666665,4,17,1,0,0,1,1,0,Dentro ANS
5,2,26,13,3,2.0,1,17.45,4,17,1,0,0,1,1,1,Fuera ANS
5,4,15,11,3,2.0,1,17.4,4,17,1,0,0,1,1,0,Dentro ANS
5,2,19,10,3,1.0,3,17.383333333333333,4,17,1,0,0,1,1,0,Dentro ANS
5,2,19,10,3,2.0,3,17.35,4,17,1,0,0,1,1,0,Dentro ANS
27,4,6,5,3,1.0,1,17.25,4,17,1,0,0,1,1,0,Dentro ANS
27,4,6,5,3,5.0,1,17.25,4,17,1,0,0,1,1,0,Dentro ANS
27,2,26,11,3,1.0,1,17.216666666666665,4,17,1,0,0,1,1,1,Fuera ANS
27,2,26,11,3,1.0,1,17.216666666666665,4,17,1,0,0,1,1,0,Dentro ANS
14,2,19,6,3,1.0,2,17.2,4,17,1,0,0,1,1,0,Dentro ANS
22,0,14,6,3,4.0,4,17.166666666666668,4,17,1,0,0,1,1,0,Dentro ANS
27,4,6,5,3,2.0,1,17.15,4,17,1,0,0,1,1,0,Dentro ANS
5,4,15,5,3,1.0,1,17.066666666666666,4,17,1,0,0,1,1,0,Dentro ANS
12,4,6,5,3,2.0,1,17.0,4,17,1,0,0,1,1,0,Dentro ANS
12,0,6,5,2,1.0,1,16.983333333333334,4,17,1,0,0,1,0,0,Dentro ANS
27,0,6,5,2,2.0,1,16.933333333333334,4,17,1,0,0,1,0,0,Dentro ANS
9,2,6,5,2,1.0,0,16.916666666666668,4,17,1,0,0,1,0,1,Fuera ANS
27,2,6,5,2,1.0,1,16.716666666666665,4,17,1,0,0,1,0,0,Dentro ANS
12,4,6,10,2,2.0,1,16.5,4,17,1,0,0,1,0,0,Dentro ANS
32,4,15,10,2,2.0,10,16.466666666666665,4,17,1,0,0,1,0,0,Dentro ANS
22,2,6,5,2,1.0,3,16.45,4,17,1,0,0,1,0,0,Dentro ANS
12,4,15,5,2,2.0,1,16.433333333333334,4,17,1,0,0,1,0,0,Dentro ANS
12,4,15,5,2,2.0,1,16.416666666666668,4,17,1,0,0,1,0,0,Dentro ANS
5,2,19,10,2,2.0,1,16.4,4,17,1,0,0,1,0,1,Fuera ANS
12,4,15,5,2,2.0,1,16.366666666666667,4,17,1,0,0,1,0,0,Dentro ANS
22,2,21,5,2,1.0,3,16.266666666666666,4,17,1,0,0,1,0,1,Fuera ANS
22,2,10,5,2,1.0,3,16.266666666666666,4,17,1,0,0,1,0,0,Dentro ANS
14,2,10,5,2,2.0,3,16.183333333333334,4,17,1,0,0,1,0,0,Dentro ANS
12,4,15,10,2,2.0,1,16.183333333333334,4,17,1,0,0,1,0,0,Dentro ANS
26,4,6,5,2,1.0,0,16.016666666666666,4,17,1,0,0,1,0,0,Dentro ANS
14,2,14,6,2,1.0,3,16.016666666666666,4,17,1,0,0,1,0,0,Dentro ANS
14,2,6,5,2,1.0,3,16.016666666666666,4,17,1,0,0,1,0,1,Fuera ANS
22,2,25,6,2,1.0,4,15.983333333333333,4,17,1,0,0,1,0,0,Dentro ANS
22,2,25,6,2,1.0,4,15.833333333333334,4,17,1,0,0,1,0,0,Dentro ANS
22,2,25,6,2,4.0,4,15.833333333333334,4,17,1,0,0,1,0,0,Dentro ANS
5,2,19,10,2,1.0,1,15.816666666666666,4,17,1,0,0,1,0,0,Dentro ANS
12,2,6,5,2,1.0,1,15.8,4,17,1,0,0,1,0,1,Fuera ANS
24,2,6,5,2,1.0,0,15.8,4,17,1,0,0,1,0,1,Fuera ANS
14,2,15,6,2,1.0,3,15.7,4,17,1,0,0,1,0,0,Dentro ANS
5,2,11,10,2,2.0,3,15.683333333333334,4,17,1,0,0,1,0,1,Fuera ANS
12,2,6,5,2,1.0,1,15.55,4,17,1,0,0,1,0,0,Dentro ANS
5,4,19,13,2,2.0,3,15.516666666666667,4,17,1,0,0,1,0,0,Dentro ANS
5,4,15,10,2,4.0,1,15.516666666666667,4,17,1,0,0,1,0,1,Fuera ANS
12,4,6,5,2,2.0,1,15.383333333333333,4,17,1,0,0,1,0,0,Dentro ANS
22,2,25,6,2,1.0,4,15.35,4,17,1,0,0,1,0,0,Dentro ANS
14,2,6,5,2,1.0,1,15.333333333333334,4,17,1,0,0,1,0,1,Fuera ANS
14,2,6,5,2,1.0,1,15.333333333333334,4,17,1,0,0,1,0,1,Fuera ANS
14,2,10,1,2,1.0,3,15.216666666666667,4,17,1,0,0,1,0,0,Dentro ANS
14,2,25,1,2,1.0,3,15.066666666666666,4,17,1,0,0,1,0,0,Dentro ANS
14,2,26,7,2,1.0,2,15.033333333333333,4,17,1,0,0,1,0,0,Dentro ANS
27,4,6,5,2,1.0,1,14.966666666666667,4,17,1,0,0,1,0,0,Dentro ANS
27,4,6,5,2,5.0,1,14.966666666666667,4,17,1,0,0,1,0,0,Dentro ANS
24,2,6,5,2,1.0,0,14.883333333333333,4,17,1,0,0,1,0,1,Fuera ANS
27,2,6,5,2,3.0,1,14.833333333333334,4,17,1,0,0,1,0,1,Fuera ANS
22,2,21,5,2,1.0,3,14.783333333333333,4,17,1,0,0,1,0,0,Dentro ANS
22,2,19,6,2,2.0,2,14.683333333333334,4,17,1,0,0,1,0,1,Fuera ANS
5,4,6,5,2,3.0,3,14.666666666666666,4,17,1,0,0,1,0,0,Dentro ANS
5,4,6,5,2,3.0,3,14.65,4,17,1,0,0,1,0,0,Dentro ANS
5,4,6,13,2,3.0,3,14.65,4,17,1,0,0,1,0,0,Dentro ANS
5,4,6,13,2,3.0,3,14.633333333333333,4,17,1,0,0,1,0,1,Fuera ANS
22,2,9,5,2,5.0,3,14.583333333333334,4,17,1,0,0,1,0,0,Dentro ANS
14,2,25,6,2,1.0,3,14.533333333333333,4,17,1,0,0,1,0,0,Dentro ANS
5,4,6,5,2,3.0,3,14.516666666666667,4,17,1,0,0,1,0,0,Dentro ANS
5,4,6,5,2,3.0,3,14.483333333333333,4,17,1,0,0,1,0,0,Dentro ANS
5,4,6,5,2,2.0,1,14.45,4,17,1,0,0,1,0,0,Dentro ANS
5,4,6,13,2,1.0,3,14.45,4,17,1,0,0,1,0,1,Fuera ANS
5,4,6,5,2,3.0,3,14.433333333333334,4,17,1,0,0,1,0,0,Dentro ANS
5,4,6,10,2,3.0,3,14.383333333333333,4,17,1,0,0,1,0,0,Dentro ANS
5,4,6,5,2,3.0,3,14.366666666666667,4,17,1,0,0,1,0,0,Dentro ANS
22,0,19,7,2,1.0,4,14.2,4,17,1,0,0,1,0,0,Dentro ANS
24,2,6,5,2,1.0,0,14.183333333333334,4,17,1,0,0,1,0,1,Fuera ANS
3,2,25,6,2,1.0,4,14.083333333333334,4,17,1,0,0,1,0,1,Fuera ANS
27,2,6,5,2,1.0,1,14.033333333333333,4,17,1,0,0,1,0,1,Fuera ANS
22,2,6,6,2,1.0,2,13.933333333333334,4,17,1,0,0,1,0,1,Fuera ANS
27,4,6,5,2,1.0,1,13.683333333333334,4,17,1,0,0,1,0,0,Dentro ANS
22,4,25,6,2,1.0,4,13.6,4,17,1,0,0,1,0,0,Dentro ANS
27,4,6,5,2,1.0,1,13.583333333333334,4,17,1,0,0,1,0,0,Dentro ANS
27,4,6,5,2,5.0,1,13.583333333333334,4,17,1,0,0,1,0,0,Dentro ANS
12,2,6,11,2,2.0,1,13.466666666666667,4,17,1,0,0,1,0,1,Fuera ANS
19,2,6,11,2,2.0,1,13.466666666666667,4,17,1,0,0,1,0,1,Fuera ANS
32,2,6,5,2,1.0,3,13.25,4,17,1,0,0,1,0,1,Fuera ANS
32,4,6,5,2,1.0,3,12.85,4,17,1,0,0,1,0,0,Dentro ANS
22,2,9,5,2,1.0,3,12.85,4,17,1,0,0,1,0,0,Dentro ANS
22,2,9,5,2,1.0,3,12.85,4,17,1,0,0,1,0,0,Dentro ANS
27,2,6,5,2,2.0,1,12.75,4,17,1,0,0,1,0,0,Dentro ANS
22,4,10,5,2,1.0,3,12.666666666666666,4,17,1,0,0,1,0,0,Dentro ANS
22,4,21,5,2,1.0,3,12.666666666666666,4,17,1,0,0,1,0,0,Dentro ANS
18,2,6,5,2,1.0,3,12.583333333333334,4,17,1,0,0,1,0,0,Dentro ANS
18,2,6,5,2,1.0,3,12.583333333333334,4,17,1,0,0,1,0,0,Dentro ANS
18,2,6,5,2,1.0,3,12.566666666666666,4,17,1,0,0,1,0,0,Dentro ANS
22,0,19,6,2,3.0,2,12.55,4,17,1,0,0,1,0,1,Fuera ANS
27,4,6,5,2,4.0,1,12.533333333333333,4,17,1,0,0,1,0,0,Dentro ANS
30,4,6,5,2,1.0,2,12.283333333333333,4,17,1,0,0,1,0,0,Dentro ANS
12,2,6,5,2,1.0,1,12.25,4,17,1,0,0,1,0,0,Dentro ANS
12,2,6,5,2,1.0,1,12.25,4,17,1,0,0,1,0,0,Dentro ANS
12,2,26,13,2,1.0,3,12.2,4,17,1,0,0,1,0,1,Fuera ANS
27,4,6,5,2,4.0,1,12.166666666666666,4,17,1,0,0,1,0,0,Dentro ANS
27,2,6,5,2,1.0,1,12.083333333333334,4,17,1,0,0,1,0,0,Dentro ANS
14,4,10,5,2,1.0,3,12.016666666666667,4,17,1,0,0,1,0,0,Dentro ANS
22,2,25,6,2,2.0,4,11.983333333333333,4,17,1,0,0,1,0,0,Dentro ANS
5,2,25,6,2,2.0,2,11.983333333333333,4,17,1,0,0,1,0,0,Dentro ANS
32,4,1,5,2,1.0,3,11.966666666666667,4,17,1,0,0,1,0,0,Dentro ANS
5,0,6,11,2,1.0,1,11.7,4,17,1,0,0,1,0,0,Dentro ANS
5,4,6,10,2,3.0,1,11.633333333333333,4,17,1,0,0,1,0,1,Fuera ANS
5,4,19,13,2,1.0,3,11.633333333333333,4,17,1,0,0,1,0,0,Dentro ANS
5,4,19,10,2,2.0,1,11.633333333333333,4,17,1,0,0,1,0,0,Dentro ANS
5,2,26,5,2,2.0,1,11.483333333333333,4,17,1,0,0,1,0,0,Dentro ANS
5,4,15,5,2,3.0,3,11.466666666666667,4,17,1,0,0,1,0,0,Dentro ANS
5,4,15,11,2,2.0,1,11.45,4,17,1,0,0,1,0,0,Dentro ANS
14,2,19,7,2,2.0,3,11.366666666666667,4,17,1,0,0,1,0,0,Dentro ANS
13,0,25,6,2,1.0,2,11.35,4,17,1,0,0,1,0,0,Dentro ANS
5,4,15,10,2,2.0,1,11.333333333333334,4,17,1,0,0,1,0,1,Fuera ANS
5,4,15,10,2,1.0,1,11.316666666666666,4,17,1,0,0,1,0,1,Fuera ANS
